,Student_ID,Class_Grade_ID,Discipline_ID,Is_School_Prefect,Age,Gender,Nationality,State_Of_Origin,Clubs_Interests,Aspiring_Profession,DOB,Religion,Has_Disability,Date_Of_Admission,Year_Of_Admission
1288,489,2,1,No,14,Female,Nigeria,Kano,['Chess Club'],Actor,2011-10-04,Islam,No,2021-09-01,2021
1289,490,2,2,No,15,Male,Nigeria,Lagos,"['Mathematics Club', 'Music Club']",Marketer,2009-10-04,Islam,No,2021-09-01,2021
1290,491,2,1,Yes,13,Female,Nigeria,Adamawa,"['Homemakers Club', 'Red Cross']",Writer,2011-10-04,Christian,Yes,2021-09-01,2021
1291,492,2,2,No,15,Female,Nigeria,Benue,"['Mathematics Club', 'Chess Club']",Economist,2009-10-04,Islam,No,2021-09-01,2021
1292,493,2,3,No,15,Male,Nigeria,Imo,"['Homemakers Club', 'JETS Club']",Pharmacist,2011-10-04,Islam,No,2021-09-01,2021
1293,494,2,2,Yes,13,Female,Nigeria,Ogun,"['Fine Arts', 'Homemakers Club', 'Computer Club']",Accountant,2010-10-04,Islam,Yes,2021-09-01,2021
1294,495,2,1,Yes,15,Female,Nigeria,Adamawa,"['Computer Club', 'Drama Club', 'JETS Club']",Journalist,2011-10-04,Islam,Yes,2021-09-01,2021
1295,496,2,4,No,15,Male,Nigeria,Lagos,"['Music Club', 'Fine Arts', 'JETS Club']",Technologist,2010-10-04,Islam,No,2021-09-01,2021
1296,497,2,1,No,13,Male,Nigeria,Anambra,"['Drama Club', 'Music Club']",Journalist,2011-10-04,Islam,No,2021-09-01,2021
1297,498,2,4,Yes,13,Female,Nigeria,Oyo,['Music Club'],Technologist,2010-10-04,Islam,Yes,2021-09-01,2021
1298,499,2,4,No,13,Male,Nigeria,Kwara,['JETS Club'],Software Developer,2011-10-04,Christian,Yes,2021-09-01,2021
1299,500,2,2,Yes,13,Male,Nigeria,Sokoto,"['Music Club', 'Press Club']",Business Executive,2010-10-04,Islam,No,2021-09-01,2021
1300,501,2,4,Yes,15,Female,Nigeria,Ondo,"['Fine Arts', 'Red Cross', 'JETS Club']",Computer Scientist,2011-10-04,Islam,No,2021-09-01,2021
1301,502,2,3,Yes,15,Male,Nigeria,Rivers,"['Press Club', 'Chess Club', 'Fine Arts']",Engineer,2010-10-04,Christian,No,2021-09-01,2021
1302,503,2,4,Yes,13,Female,Nigeria,Osun,"['Computer Club', 'Press Club']",Computer Scientist,2010-10-04,Christian,Yes,2021-09-01,2021
1303,504,2,3,Yes,13,Male,Nigeria,Kebbi,"['JETS Club', 'Debating Club', 'Homemakers Club']",Engineer,2009-10-04,Christian,No,2021-09-01,2021
1304,505,2,3,Yes,14,Female,Nigeria,Ekiti,['Red Cross'],Doctor,2009-10-04,Christian,Yes,2021-09-01,2021
1305,506,2,2,No,13,Male,Nigeria,Zamfara,"['JETS Club', 'Chess Club']",Accountant,2009-10-04,Islam,No,2021-09-01,2021
1306,507,2,3,Yes,15,Female,Nigeria,Ekiti,['JETS Club'],Scientist,2009-10-04,Christian,Yes,2021-09-01,2021
1307,508,2,4,No,15,Female,Nigeria,Lagos,['Music Club'],Data Scientist,2011-10-04,Islam,Yes,2021-09-01,2021
1308,509,2,4,Yes,15,Male,Nigeria,Osun,['Debating Club'],Engineer,2009-10-04,Christian,No,2021-09-01,2021
1309,510,2,2,Yes,13,Female,Nigeria,Plateau,"['Press Club', 'Music Club']",Marketer,2009-10-04,Islam,No,2021-09-01,2021
1310,511,2,2,Yes,13,Female,Nigeria,Niger,"['Music Club', 'Red Cross', 'Mathematics Club']",Marketer,2011-10-04,Islam,No,2021-09-01,2021
1311,512,2,3,No,14,Male,Nigeria,Enugu,['Chess Club'],Doctor,2010-10-04,Islam,No,2021-09-01,2021
1312,513,2,2,No,14,Female,Nigeria,Adamawa,['Debating Club'],Accountant,2009-10-04,Islam,Yes,2021-09-01,2021
1313,514,2,3,No,15,Female,Nigeria,Nasarawa,"['Music Club', 'JETS Club']",Doctor,2009-10-04,Islam,Yes,2021-09-01,2021
1314,515,2,3,No,15,Female,Nigeria,Ogun,['Drama Club'],Doctor,2009-10-04,Christian,No,2021-09-01,2021
1315,516,2,3,No,14,Male,Nigeria,Katsina,['Debating Club'],Biologist,2011-10-04,Christian,Yes,2021-09-01,2021
1316,517,2,4,Yes,15,Female,Nigeria,Lagos,['Homemakers Club'],Engineer,2011-10-04,Islam,Yes,2021-09-01,2021
1317,518,2,4,No,14,Female,Nigeria,Osun,['Mathematics Club'],Computer Scientist,2009-10-04,Christian,Yes,2021-09-01,2021
1318,519,2,2,Yes,15,Male,Nigeria,Ogun,"['Chess Club', 'Press Club']",Business Executive,2009-10-04,Christian,Yes,2021-09-01,2021
1319,520,2,4,Yes,15,Male,Nigeria,Niger,"['Press Club', 'Red Cross']",Technologist,2010-10-04,Christian,No,2021-09-01,2021
1320,521,2,4,No,14,Female,Nigeria,Ondo,"['Chess Club', 'Music Club']",Data Scientist,2010-10-04,Islam,No,2021-09-01,2021
1321,522,2,2,Yes,14,Female,Nigeria,Oyo,['Red Cross'],Business Executive,2010-10-04,Islam,No,2021-09-01,2021
1322,523,2,2,No,15,Male,Nigeria,Cross River,"['Music Club', 'JETS Club']",Business Executive,2009-10-04,Christian,Yes,2021-09-01,2021
1323,524,2,3,No,13,Male,Nigeria,Kano,['Music Club'],Scientist,2010-10-04,Islam,No,2021-09-01,2021
1324,525,2,3,No,13,Male,Nigeria,Osun,['Press Club'],Doctor,2011-10-04,Christian,Yes,2021-09-01,2021
1325,526,2,1,No,14,Male,Nigeria,Katsina,['Music Club'],Writer,2009-10-04,Islam,No,2021-09-01,2021
1326,527,2,1,No,14,Female,Nigeria,Kano,['Computer Club'],Writer,2011-10-04,Christian,Yes,2021-09-01,2021
1327,528,2,3,No,13,Female,Nigeria,Ogun,"['Fine Arts', 'Mathematics Club']",Pharmacist,2009-10-04,Christian,Yes,2021-09-01,2021
1328,529,2,3,No,14,Male,Nigeria,Osun,"['Red Cross', 'Press Club', 'JETS Club']",Doctor,2011-10-04,Islam,Yes,2021-09-01,2021
1329,530,2,3,No,14,Female,Nigeria,Oyo,"['Music Club', 'Press Club']",Biologist,2011-10-04,Christian,No,2021-09-01,2021
1330,531,2,4,No,14,Female,Nigeria,Anambra,"['Drama Club', 'JETS Club']",Technologist,2009-10-04,Islam,Yes,2021-09-01,2021
1331,532,2,1,Yes,13,Male,Nigeria,Anambra,"['Homemakers Club', 'Mathematics Club']",Actor,2009-10-04,Islam,Yes,2021-09-01,2021
1332,533,2,1,Yes,13,Male,Nigeria,Taraba,['Drama Club'],Actor,2011-10-04,Islam,Yes,2021-09-01,2021
1333,534,2,4,No,15,Female,Nigeria,Ogun,"['Fine Arts', 'Mathematics Club', 'Debating Club']",Computer Scientist,2011-10-04,Christian,Yes,2021-09-01,2021
1334,535,2,2,No,14,Female,Nigeria,Osun,"['Mathematics Club', 'Music Club', 'Fine Arts']",Business Executive,2010-10-04,Islam,Yes,2021-09-01,2021
1335,536,2,1,Yes,13,Female,Nigeria,Niger,"['JETS Club', 'Computer Club', 'Mathematics Club']",Fashion Designer,2011-10-04,Islam,No,2021-09-01,2021
1336,537,2,1,No,14,Female,Nigeria,Gombe,"['Drama Club', 'Chess Club']",Artist,2010-10-04,Christian,No,2021-09-01,2021
1337,538,2,2,Yes,15,Female,Nigeria,FCT - Abuja,['Homemakers Club'],Marketer,2011-10-04,Christian,Yes,2021-09-01,2021
1338,539,2,4,No,14,Female,Nigeria,Anambra,['Homemakers Club'],Engineer,2009-10-04,Islam,No,2021-09-01,2021
1339,540,2,1,Yes,15,Female,Nigeria,Osun,['Fine Arts'],Writer,2011-10-04,Christian,No,2021-09-01,2021
1340,541,2,1,Yes,14,Female,Nigeria,Kogi,"['Red Cross', 'Homemakers Club']",Journalist,2010-10-04,Christian,Yes,2021-09-01,2021
1341,542,2,4,No,14,Male,Nigeria,Ekiti,"['JETS Club', 'Fine Arts']",Technologist,2010-10-04,Christian,Yes,2021-09-01,2021
1342,543,2,2,Yes,15,Male,Nigeria,Oyo,"['Drama Club', 'Fine Arts', 'Mathematics Club']",Marketer,2011-10-04,Islam,Yes,2021-09-01,2021
1343,544,2,3,No,14,Female,Nigeria,Benue,['Mathematics Club'],Pharmacist,2010-10-04,Christian,No,2021-09-01,2021
1344,545,2,1,Yes,14,Female,Nigeria,Rivers,"['Fine Arts', 'Chess Club']",Fashion Designer,2011-10-04,Christian,Yes,2021-09-01,2021
1345,546,2,4,No,14,Male,Nigeria,Ogun,"['Computer Club', 'Press Club', 'Mathematics Club']",Software Developer,2010-10-04,Christian,Yes,2021-09-01,2021
1346,547,2,1,No,13,Female,Nigeria,Lagos,"['Chess Club', 'Homemakers Club', 'Fine Arts']",Actor,2011-10-04,Christian,No,2021-09-01,2021
1347,548,2,3,No,13,Male,Nigeria,Adamawa,"['Chess Club', 'Music Club', 'Red Cross']",Doctor,2010-10-04,Islam,No,2021-09-01,2021
1348,549,2,3,Yes,15,Male,Nigeria,Oyo,['Press Club'],Pharmacist,2010-10-04,Islam,Yes,2021-09-01,2021
1349,550,2,3,Yes,15,Male,Nigeria,Ogun,['Chess Club'],Engineer,2009-10-04,Islam,Yes,2021-09-01,2021
1350,551,2,3,No,15,Male,Nigeria,Oyo,"['Chess Club', 'Mathematics Club']",Pharmacist,2011-10-04,Christian,No,2021-09-01,2021
1351,552,2,4,No,14,Female,Nigeria,Yobe,"['Fine Arts', 'Press Club', 'JETS Club']",Engineer,2011-10-04,Christian,Yes,2021-09-01,2021
1352,553,2,1,Yes,14,Male,Nigeria,Gombe,['Computer Club'],Writer,2011-10-04,Christian,Yes,2021-09-01,2021
1353,554,2,2,No,15,Male,Nigeria,Ekiti,['Red Cross'],Economist,2011-10-04,Christian,No,2021-09-01,2021
1354,555,2,1,Yes,15,Female,Nigeria,Yobe,['Fine Arts'],Fashion Designer,2010-10-04,Christian,Yes,2021-09-01,2021
1355,556,2,3,Yes,15,Male,Nigeria,Ogun,"['Chess Club', 'JETS Club']",Doctor,2010-10-04,Christian,No,2021-09-01,2021
1356,557,2,2,Yes,13,Female,Nigeria,Bauchi,"['Fine Arts', 'JETS Club']",Economist,2009-10-04,Christian,Yes,2021-09-01,2021
1357,558,2,2,No,13,Male,Nigeria,Imo,"['JETS Club', 'Fine Arts', 'Computer Club']",Business Executive,2011-10-04,Islam,Yes,2021-09-01,2021
1358,559,2,1,No,14,Male,Nigeria,Edo,['Music Club'],Fashion Designer,2010-10-04,Islam,No,2021-09-01,2021
1359,560,2,2,Yes,14,Female,Nigeria,Oyo,['JETS Club'],Business Executive,2009-10-04,Christian,No,2021-09-01,2021
1360,561,2,2,Yes,13,Female,Nigeria,Anambra,"['Fine Arts', 'Chess Club']",Entrepreneur,2011-10-04,Christian,Yes,2021-09-01,2021
1361,562,2,4,Yes,14,Female,Nigeria,Delta,['JETS Club'],Technologist,2011-10-04,Islam,No,2021-09-01,2021
1362,563,2,4,No,14,Male,Nigeria,Oyo,"['Homemakers Club', 'JETS Club', 'Chess Club']",Engineer,2009-10-04,Islam,No,2021-09-01,2021
1363,564,2,2,Yes,14,Male,Nigeria,Kogi,['Drama Club'],Business Executive,2011-10-04,Islam,Yes,2021-09-01,2021
1364,565,2,2,No,14,Male,Nigeria,Osun,"['JETS Club', 'Music Club', 'Red Cross']",Entrepreneur,2011-10-04,Christian,No,2021-09-01,2021
1365,566,2,2,No,15,Female,Nigeria,Akwa Ibom,['Computer Club'],Entrepreneur,2009-10-04,Christian,Yes,2021-09-01,2021
1366,567,2,1,No,14,Male,Nigeria,Ogun,['Music Club'],Fashion Designer,2009-10-04,Islam,No,2021-09-01,2021
1367,568,2,4,No,15,Female,Nigeria,Osun,"['Mathematics Club', 'Chess Club', 'Computer Club']",Software Developer,2010-10-04,Christian,No,2021-09-01,2021
1368,569,2,4,No,13,Male,Nigeria,Osun,['Fine Arts'],Data Scientist,2011-10-04,Islam,Yes,2021-09-01,2021
1369,570,2,3,Yes,13,Female,Nigeria,Osun,['Fine Arts'],Doctor,2009-10-04,Christian,Yes,2021-09-01,2021
1370,571,2,4,No,13,Male,Nigeria,Ogun,['Music Club'],Computer Scientist,2011-10-04,Islam,No,2021-09-01,2021
1371,572,2,1,No,15,Female,Nigeria,Kebbi,"['Press Club', 'Debating Club', 'Computer Club']",Artist,2010-10-04,Christian,Yes,2021-09-01,2021
1372,573,2,2,Yes,15,Female,Nigeria,Yobe,"['Drama Club', 'Press Club']",Economist,2009-10-04,Islam,No,2021-09-01,2021
1373,574,2,4,Yes,13,Male,Nigeria,Lagos,['Fine Arts'],Data Scientist,2009-10-04,Christian,No,2021-09-01,2021
1374,575,2,3,Yes,15,Female,Nigeria,Delta,"['Fine Arts', 'Chess Club']",Engineer,2009-10-04,Islam,Yes,2021-09-01,2021
1375,576,2,3,No,13,Male,Nigeria,Kaduna,"['Computer Club', 'Homemakers Club', 'JETS Club']",Engineer,2011-10-04,Christian,No,2021-09-01,2021
1376,577,2,4,Yes,14,Female,Nigeria,Osun,['Music Club'],Software Developer,2009-10-04,Islam,Yes,2021-09-01,2021
1377,578,2,3,Yes,15,Female,Nigeria,Osun,"['Chess Club', 'Red Cross', 'Drama Club']",Scientist,2010-10-04,Islam,Yes,2021-09-01,2021
1378,579,2,1,No,13,Female,Nigeria,Adamawa,"['Homemakers Club', 'JETS Club']",Artist,2010-10-04,Islam,No,2021-09-01,2021
1379,580,2,1,Yes,15,Male,Nigeria,Ogun,"['Press Club', 'Music Club', 'Mathematics Club']",Journalist,2011-10-04,Islam,No,2021-09-01,2021
1380,581,2,1,No,14,Male,Nigeria,Kwara,['JETS Club'],Journalist,2010-10-04,Islam,No,2021-09-01,2021
1381,582,2,4,No,15,Female,Nigeria,Oyo,"['Music Club', 'Press Club', 'Homemakers Club']",Computer Scientist,2011-10-04,Christian,No,2021-09-01,2021
1382,583,2,2,Yes,14,Male,Nigeria,Lagos,['Computer Club'],Economist,2010-10-04,Christian,No,2021-09-01,2021
1383,584,2,1,Yes,14,Male,Nigeria,Bayelsa,"['Press Club', 'Red Cross', 'JETS Club']",Writer,2009-10-04,Christian,No,2021-09-01,2021
1384,585,2,2,Yes,14,Female,Nigeria,Abia,"['Computer Club', 'Debating Club']",Business Executive,2009-10-04,Christian,Yes,2021-09-01,2021
1385,586,2,1,Yes,15,Male,Nigeria,Kebbi,"['Mathematics Club', 'Press Club']",Fashion Designer,2011-10-04,Christian,No,2021-09-01,2021
1386,587,2,4,No,15,Female,Nigeria,Oyo,['Press Club'],Software Developer,2010-10-04,Christian,Yes,2021-09-01,2021
1387,588,2,2,No,13,Female,Nigeria,Niger,"['Fine Arts', 'Press Club']",Accountant,2011-10-04,Islam,Yes,2021-09-01,2021
1388,589,2,1,No,13,Male,Nigeria,Jigawa,['Drama Club'],Journalist,2010-10-04,Christian,No,2021-09-01,2021
1389,590,2,4,Yes,13,Female,Nigeria,Oyo,"['JETS Club', 'Chess Club']",Data Scientist,2009-10-04,Islam,Yes,2021-09-01,2021
1390,591,2,2,No,13,Female,Nigeria,Osun,"['Chess Club', 'Drama Club']",Economist,2011-10-04,Islam,Yes,2021-09-01,2021
1391,592,2,3,No,15,Male,Nigeria,Osun,"['Homemakers Club', 'Press Club']",Scientist,2009-10-04,Islam,Yes,2021-09-01,2021
1392,593,2,3,Yes,14,Female,Nigeria,Nasarawa,"['JETS Club', 'Music Club', 'Debating Club']",Doctor,2010-10-04,Christian,Yes,2021-09-01,2021
1393,594,2,2,Yes,14,Male,Nigeria,Enugu,"['Computer Club', 'JETS Club', 'Homemakers Club']",Economist,2009-10-04,Islam,Yes,2021-09-01,2021
1394,595,2,2,No,13,Male,Nigeria,Oyo,['Computer Club'],Business Executive,2009-10-04,Christian,Yes,2021-09-01,2021
1395,596,2,3,No,14,Female,Nigeria,Kano,['Red Cross'],Biologist,2011-10-04,Islam,Yes,2021-09-01,2021
1396,597,2,1,No,15,Male,Nigeria,Plateau,"['Mathematics Club', 'Music Club']",Fashion Designer,2009-10-04,Christian,No,2021-09-01,2021
1397,598,2,2,Yes,15,Female,Nigeria,Anambra,['Homemakers Club'],Economist,2011-10-04,Islam,Yes,2021-09-01,2021
1398,599,2,3,No,15,Male,Nigeria,Nasarawa,"['Mathematics Club', 'Press Club', 'Fine Arts']",Scientist,2011-10-04,Islam,No,2021-09-01,2021
1399,600,2,4,No,14,Female,Nigeria,Ogun,['Homemakers Club'],Engineer,2011-10-04,Christian,No,2021-09-01,2021
1400,601,2,1,No,15,Female,Nigeria,Oyo,"['Homemakers Club', 'Computer Club', 'Music Club']",Artist,2011-10-04,Christian,No,2021-09-01,2021
1401,602,2,4,No,13,Female,Nigeria,Lagos,"['JETS Club', 'Press Club', 'Chess Club']",Computer Scientist,2010-10-04,Islam,No,2021-09-01,2021
1402,603,2,1,Yes,14,Female,Nigeria,Nasarawa,"['Debating Club', 'Chess Club']",Fashion Designer,2011-10-04,Islam,No,2021-09-01,2021
1403,604,2,1,No,13,Male,Nigeria,Enugu,"['Homemakers Club', 'Drama Club', 'Mathematics Club']",Journalist,2011-10-04,Islam,No,2021-09-01,2021
1404,605,2,3,No,15,Male,Nigeria,Osun,"['Homemakers Club', 'Fine Arts', 'Mathematics Club']",Scientist,2011-10-04,Islam,Yes,2021-09-01,2021
1405,606,2,1,No,13,Female,Nigeria,Kebbi,"['Drama Club', 'Homemakers Club', 'Fine Arts']",Artist,2011-10-04,Islam,Yes,2021-09-01,2021
1406,607,2,1,Yes,14,Female,Nigeria,Osun,"['Computer Club', 'JETS Club']",Actor,2011-10-04,Christian,Yes,2021-09-01,2021
1407,608,2,1,No,15,Male,Nigeria,Taraba,['Debating Club'],Fashion Designer,2011-10-04,Islam,No,2021-09-01,2021
1408,609,2,1,No,14,Female,Nigeria,Oyo,"['Homemakers Club', 'Computer Club']",Actor,2010-10-04,Islam,Yes,2021-09-01,2021
1409,610,2,2,Yes,14,Female,Nigeria,Yobe,"['Computer Club', 'Chess Club']",Business Executive,2009-10-04,Christian,No,2021-09-01,2021
1410,611,2,3,Yes,14,Male,Nigeria,Ekiti,"['JETS Club', 'Red Cross']",Biologist,2009-10-04,Christian,Yes,2021-09-01,2021
1411,612,2,1,No,14,Female,Nigeria,Plateau,['Music Club'],Writer,2011-10-04,Christian,No,2021-09-01,2021
1412,613,2,2,No,14,Female,Nigeria,Cross River,['Homemakers Club'],Accountant,2010-10-04,Christian,Yes,2021-09-01,2021
1413,614,2,3,Yes,14,Female,Nigeria,Jigawa,"['Fine Arts', 'Chess Club']",Pharmacist,2009-10-04,Islam,No,2021-09-01,2021
1414,615,2,1,Yes,14,Male,Nigeria,Ogun,"['Press Club', 'Red Cross', 'JETS Club']",Fashion Designer,2011-10-04,Christian,Yes,2021-09-01,2021
1415,616,2,4,No,13,Male,Nigeria,Osun,['Mathematics Club'],Technologist,2010-10-04,Islam,Yes,2021-09-01,2021
1416,617,2,1,Yes,15,Male,Nigeria,Rivers,"['Press Club', 'Red Cross', 'Drama Club']",Writer,2010-10-04,Christian,No,2021-09-01,2021
1417,618,2,1,No,13,Female,Nigeria,Ogun,"['Music Club', 'Computer Club']",Artist,2011-10-04,Islam,No,2021-09-01,2021
1418,619,2,4,Yes,15,Female,Nigeria,Bayelsa,"['Red Cross', 'Mathematics Club', 'Fine Arts']",Data Scientist,2010-10-04,Christian,No,2021-09-01,2021
1419,620,2,2,Yes,14,Male,Nigeria,Ogun,"['Debating Club', 'JETS Club', 'Red Cross']",Entrepreneur,2011-10-04,Islam,No,2021-09-01,2021
1420,621,2,3,Yes,14,Female,Nigeria,Oyo,['JETS Club'],Engineer,2011-10-04,Islam,No,2021-09-01,2021
1421,622,2,2,No,14,Female,Nigeria,Osun,"['Homemakers Club', 'Music Club', 'Red Cross']",Accountant,2011-10-04,Christian,No,2021-09-01,2021
1422,623,2,2,Yes,15,Female,Nigeria,Oyo,"['Mathematics Club', 'Debating Club', 'Drama Club']",Business Executive,2011-10-04,Christian,No,2021-09-01,2021
1423,624,2,3,Yes,15,Male,Nigeria,Oyo,"['Press Club', 'Computer Club', 'Fine Arts']",Engineer,2009-10-04,Islam,Yes,2021-09-01,2021
1424,625,2,4,Yes,15,Female,Nigeria,Oyo,"['JETS Club', 'Homemakers Club']",Engineer,2010-10-04,Islam,Yes,2021-09-01,2021
1425,626,2,2,No,13,Female,Nigeria,Oyo,"['Debating Club', 'Fine Arts', 'Red Cross']",Marketer,2011-10-04,Islam,Yes,2021-09-01,2021
1426,627,2,2,No,14,Male,Nigeria,Lagos,['Drama Club'],Marketer,2010-10-04,Christian,No,2021-09-01,2021
1427,628,2,2,Yes,14,Female,Nigeria,Oyo,"['JETS Club', 'Red Cross', 'Chess Club']",Entrepreneur,2009-10-04,Islam,No,2021-09-01,2021
1428,629,2,1,No,14,Female,Nigeria,Ondo,['Mathematics Club'],Artist,2009-10-04,Christian,No,2021-09-01,2021
1429,630,2,2,No,15,Female,Nigeria,Cross River,"['Red Cross', 'Drama Club']",Business Executive,2011-10-04,Christian,No,2021-09-01,2021
1430,631,2,1,Yes,13,Female,Nigeria,Osun,"['JETS Club', 'Mathematics Club']",Journalist,2009-10-04,Christian,Yes,2021-09-01,2021
1431,632,2,1,No,14,Female,Nigeria,Oyo,"['Press Club', 'Computer Club', 'Fine Arts']",Writer,2009-10-04,Christian,Yes,2021-09-01,2021
1432,633,2,1,Yes,13,Male,Nigeria,Ogun,"['Press Club', 'Drama Club', 'Mathematics Club']",Writer,2009-10-04,Christian,No,2021-09-01,2021
1433,634,2,3,No,14,Male,Nigeria,Enugu,"['Mathematics Club', 'Chess Club', 'Red Cross']",Biologist,2010-10-04,Christian,Yes,2021-09-01,2021
1434,635,2,4,Yes,15,Female,Nigeria,Sokoto,"['Mathematics Club', 'Fine Arts', 'Red Cross']",Engineer,2010-10-04,Islam,No,2021-09-01,2021
1435,636,2,3,Yes,14,Female,Nigeria,Ebonyi,"['JETS Club', 'Computer Club']",Engineer,2011-10-04,Islam,No,2021-09-01,2021
1436,637,2,2,Yes,15,Male,Nigeria,Kwara,['Fine Arts'],Marketer,2011-10-04,Christian,Yes,2021-09-01,2021
1437,638,2,4,Yes,15,Male,Nigeria,Ogun,['Chess Club'],Engineer,2009-10-04,Christian,No,2021-09-01,2021
1438,639,2,2,Yes,15,Female,Nigeria,Abia,['Debating Club'],Accountant,2011-10-04,Islam,No,2021-09-01,2021
1439,640,2,3,No,14,Male,Nigeria,Nasarawa,"['Computer Club', 'Drama Club', 'Fine Arts']",Biologist,2010-10-04,Islam,No,2021-09-01,2021
1440,641,2,4,No,13,Female,Nigeria,Ondo,"['Drama Club', 'JETS Club']",Engineer,2010-10-04,Islam,Yes,2021-09-01,2021
1441,642,2,1,Yes,15,Male,Nigeria,Ondo,['Music Club'],Writer,2011-10-04,Islam,No,2021-09-01,2021
1442,643,2,3,Yes,15,Female,Nigeria,Katsina,['Computer Club'],Pharmacist,2009-10-04,Islam,Yes,2021-09-01,2021
1443,644,2,1,Yes,15,Female,Nigeria,Osun,['JETS Club'],Actor,2010-10-04,Islam,No,2021-09-01,2021
1444,645,2,2,No,15,Male,Nigeria,Oyo,"['Computer Club', 'Chess Club']",Accountant,2009-10-04,Islam,Yes,2021-09-01,2021
1445,646,2,4,Yes,14,Male,Nigeria,Kogi,['JETS Club'],Data Scientist,2011-10-04,Islam,Yes,2021-09-01,2021
1446,647,2,2,Yes,15,Male,Nigeria,Osun,['Homemakers Club'],Business Executive,2011-10-04,Islam,Yes,2021-09-01,2021
1447,648,2,2,No,15,Female,Nigeria,Ogun,"['Computer Club', 'Music Club']",Entrepreneur,2011-10-04,Christian,No,2021-09-01,2021
1448,649,2,2,No,15,Female,Nigeria,Delta,"['Fine Arts', 'Homemakers Club', 'Computer Club']",Entrepreneur,2010-10-04,Christian,Yes,2021-09-01,2021
1449,650,2,1,No,15,Male,Nigeria,Nasarawa,"['JETS Club', 'Chess Club', 'Music Club']",Journalist,2011-10-04,Islam,No,2021-09-01,2021
1450,651,2,2,No,13,Female,Nigeria,Delta,"['Debating Club', 'Red Cross', 'JETS Club']",Business Executive,2011-10-04,Christian,No,2021-09-01,2021
1451,652,2,1,Yes,13,Male,Nigeria,Ogun,"['Fine Arts', 'Music Club', 'Press Club']",Artist,2010-10-04,Christian,Yes,2021-09-01,2021
1452,653,2,2,No,14,Male,Nigeria,Lagos,['Mathematics Club'],Marketer,2010-10-04,Christian,Yes,2021-09-01,2021
1453,654,2,2,Yes,13,Male,Nigeria,Gombe,"['Computer Club', 'Chess Club', 'Drama Club']",Entrepreneur,2011-10-04,Islam,No,2021-09-01,2021
1454,655,2,1,No,14,Female,Nigeria,Ogun,"['Fine Arts', 'Computer Club', 'Drama Club']",Writer,2010-10-04,Islam,No,2021-09-01,2021
1455,656,2,3,No,14,Female,Nigeria,Kano,"['Mathematics Club', 'Debating Club']",Biologist,2009-10-04,Christian,No,2021-09-01,2021
1456,657,2,3,No,13,Male,Nigeria,Osun,['Drama Club'],Engineer,2009-10-04,Islam,Yes,2021-09-01,2021
1457,658,2,2,Yes,15,Female,Nigeria,Oyo,['Chess Club'],Marketer,2011-10-04,Islam,Yes,2021-09-01,2021
1458,659,2,4,No,14,Male,Nigeria,Lagos,"['Drama Club', 'Homemakers Club']",Software Developer,2011-10-04,Islam,Yes,2021-09-01,2021
1459,660,2,4,No,13,Male,Nigeria,Kano,['Homemakers Club'],Technologist,2011-10-04,Christian,Yes,2021-09-01,2021
1460,661,2,4,No,14,Female,Nigeria,Ogun,['Computer Club'],Data Scientist,2011-10-04,Christian,No,2021-09-01,2021
1461,662,2,4,No,15,Male,Nigeria,Osun,"['Press Club', 'Drama Club', 'Homemakers Club']",Data Scientist,2009-10-04,Christian,No,2021-09-01,2021
1462,663,2,2,Yes,14,Female,Nigeria,Ebonyi,"['Red Cross', 'Press Club', 'Debating Club']",Economist,2011-10-04,Christian,Yes,2021-09-01,2021
1463,664,2,3,No,14,Female,Nigeria,Lagos,"['Mathematics Club', 'Red Cross']",Doctor,2011-10-04,Islam,No,2021-09-01,2021
1464,665,2,4,No,13,Female,Nigeria,Osun,"['JETS Club', 'Music Club']",Software Developer,2011-10-04,Islam,Yes,2021-09-01,2021
1465,666,2,1,Yes,13,Male,Nigeria,Lagos,"['Mathematics Club', 'Drama Club', 'Press Club']",Writer,2010-10-04,Islam,Yes,2021-09-01,2021
1466,667,2,4,No,13,Female,Nigeria,Ogun,"['Debating Club', 'Computer Club']",Engineer,2010-10-04,Islam,No,2021-09-01,2021
1467,668,2,4,No,13,Male,Nigeria,Osun,['Chess Club'],Computer Scientist,2009-10-04,Christian,No,2021-09-01,2021
1468,669,2,4,No,13,Female,Nigeria,Lagos,"['Chess Club', 'Press Club']",Technologist,2010-10-04,Islam,No,2021-09-01,2021
1469,670,2,1,No,15,Female,Nigeria,Sokoto,"['Drama Club', 'Debating Club']",Artist,2011-10-04,Islam,No,2021-09-01,2021
1470,671,2,1,No,13,Male,Nigeria,Lagos,"['JETS Club', 'Music Club', 'Red Cross']",Writer,2011-10-04,Islam,Yes,2021-09-01,2021
1471,672,2,2,Yes,13,Female,Nigeria,Osun,"['Debating Club', 'Mathematics Club']",Business Executive,2009-10-04,Christian,No,2021-09-01,2021
1472,673,2,4,No,13,Male,Nigeria,Kogi,"['Debating Club', 'Homemakers Club']",Technologist,2011-10-04,Christian,Yes,2021-09-01,2021
1473,674,2,4,No,14,Female,Nigeria,Osun,['JETS Club'],Engineer,2009-10-04,Christian,No,2021-09-01,2021
1474,675,2,1,Yes,14,Female,Nigeria,Sokoto,['Chess Club'],Actor,2010-10-04,Islam,Yes,2021-09-01,2021
